bench,sample_id,task_type,score,layout_score,content_score,style_score,asset_score,confidence,one_sentence_reason,reference_images,generated_image,html_path
uipolish_synthetic,10940,repair_direct_incomplete,82.0,90.0,95.0,70.0,65.0,high,核心布局与内容还原良好，但关键视觉元素如进度条渐变色、统计图表样式及交互链接位置存在明显偏差，影响整体一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\uipolish_synthetic\inputs\images\10940_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\uipolish_synthetic\rendered_fixed\10940.png,experiments\random10_bench_smoke\mimo_random10_20260604\uipolish_synthetic\html\10940.html
web2code,364,webpage_generation,92.0,95.0,100.0,90.0,85.0,high,整体还原度极高，仅存在细微间距、占位图尺寸及对齐偏差，无内容或结构错误。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\364_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\364.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\364.html
web2code,85,webpage_generation,95.0,98.0,100.0,92.0,90.0,high,整体结构、内容与排版高度一致，仅存在细微的样式与像素级间距差异，不影响视觉一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\85_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\85.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\85.html
web2code,76,webpage_generation,94.0,98.0,100.0,92.0,90.0,high,整体还原度极高，仅在字体粗细、占位图尺寸和细微间距上存在可忽略的视觉偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\76_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\76.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\76.html
web2code,1169,webpage_generation,96.0,100.0,100.0,95.0,100.0,high,整体视觉还原度极高，仅存在像素级的按钮对齐与文本行距细微偏差，无结构性或内容缺失。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\1169_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\1169.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\1169.html
web2code,835,webpage_generation,98.0,100.0,100.0,95.0,100.0,high,视觉还原度极高，仅存在可忽略的色彩与间距微小偏差，无结构或内容缺失。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\835_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\835.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\835.html
web2code,794,webpage_generation,88.0,92.0,100.0,85.0,100.0,high,搜索输入框背景色错误且按钮圆角、文字粗细等细节偏差导致视觉一致性未达完美,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\794_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\794.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\794.html
web2code,317,webpage_generation,96.0,100.0,100.0,95.0,100.0,high,整体视觉高度一致，仅存在极细微的字体粗细与间距差异，不影响功能与可读性。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\317_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\317.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\317.html
web2code,914,webpage_generation,85.0,95.0,100.0,80.0,70.0,high,内容与布局高度还原，但图片缺失且被灰色块替代，影响整体视觉真实性。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\914_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\914.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\914.html
web2code,919,webpage_generation,98.0,100.0,100.0,95.0,100.0,high,整体视觉还原高度一致，仅存在极细微的字体字重差异，不影响可读性与结构完整性。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\919_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\919.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\919.html
web2code,521,webpage_generation,78.0,85.0,100.0,70.0,100.0,high,生成页面缺失顶部紫色渐变背景区域，且搜索框垂直位置偏高、未水平居中，导致整体视觉结构与参考图存在明显偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\inputs\images\521_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\rendered_fixed\521.png,experiments\random10_bench_smoke\mimo_random10_20260604\web2code\html\521.html
dcgen_original,26,static_generation,82.0,88.0,95.0,70.0,65.0,high,主标题颜色、导航背景色及关键图片占位符位置存在明显视觉偏差，影响品牌一致性与布局准确性。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\26_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\26.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\26.html
dcgen_original,86,static_generation,88.0,92.0,95.0,80.0,85.0,high,整体布局与内容高度还原，但右侧图标配色、按钮样式及资产占位图存在可感知的视觉偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\86_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\86.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\86.html
dcgen_original,43,static_generation,78.0,85.0,90.0,70.0,65.0,high,核心布局与文本内容还原良好，但关键视觉资产（图片占位符、图标）缺失且语言切换样式错误，导致整体视觉一致性下降。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\43_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\43.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\43.html
dcgen_original,11,static_generation,94.0,98.0,100.0,92.0,95.0,high,整体视觉高度一致，仅存在细微的按钮圆角、背景色深浅及间距等非关键样式差异。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\11_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\11.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\11.html
dcgen_original,85,static_generation,86.0,90.0,95.0,80.0,70.0,high,关键图标语义错误（相机误为定位、天气图标缺失）及右上角图标样式不符，影响功能可识别性，但布局与文本内容高度一致。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\85_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\85.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\85.html
dcgen_original,46,static_generation,94.0,96.0,98.0,92.0,85.0,high,整体还原度极高，仅因 Compliance 区域的两个图标缺失及页脚细节微调导致扣分。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\46_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\46.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\46.html
dcgen_original,71,static_generation,92.0,95.0,98.0,88.0,85.0,high,整体结构与内容高度还原，主要扣分在于图片占位符视觉样式与参考图存在明显差异，以及少量细节样式偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\71_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\71.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\71.html
dcgen_original,79,static_generation,82.0,85.0,90.0,75.0,70.0,high,关键视觉元素如图标样式、促销文字颜色及导航栏结构缺失导致风格偏离，但整体布局与内容基本正确。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\79_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\79.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\79.html
dcgen_original,5,static_generation,88.0,95.0,92.0,85.0,80.0,high,核心布局与内容高度还原，但分享图标视觉样式显著偏离参考图，影响品牌一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\5_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\5.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\5.html
dcgen_original,260,static_generation,78.0,82.0,90.0,70.0,65.0,high,核心布局与内容基本还原，但顶部导航、中部媒体组件及页脚结构存在明显样式与定位偏差，且Cookie横幅位置错误导致视觉干扰。,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\inputs\images\260_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\rendered_fixed\260.png,experiments\random10_bench_smoke\mimo_random10_20260604\dcgen_original\html\260.html
interaction2code,109_2,interaction_generation,78.0,85.0,90.0,65.0,60.0,high,布局与内容基本还原，但关键视觉资产（主题缩略图、图标）严重失真且样式细节（颜色、间距、字体）偏差明显。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\109_2_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\109_2_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\109_2.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\109_2.html
interaction2code,109_1,interaction_generation,68.0,70.0,85.0,55.0,40.0,high,关键主图缺失并被占位图替代，整体布局结构虽大致保留但组件尺寸、对齐与视觉层级严重偏离参考设计。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\109_1_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\109_1_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\109_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\109_1.html
interaction2code,105_3,interaction_generation,78.0,85.0,82.0,70.0,65.0,high,整体布局和内容结构还原良好，但关键视觉元素（图标颜色、头像、按钮样式）存在明显偏差，影响专业感与一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\105_3_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\105_3_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\105_3.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\105_3.html
interaction2code,120_4,interaction_generation,86.0,90.0,88.0,82.0,85.0,high,核心布局与内容高度还原，但品牌标志字体、logo 图形及导航细节存在可感知的视觉偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\120_4_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\120_4_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\120_4.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\120_4.html
interaction2code,103_4,interaction_generation,78.0,85.0,90.0,70.0,65.0,high,布局结构和内容基本还原，但顶部导航、标题对齐、卡片间距及关键视觉元素（logo、评分标签）样式存在明显偏差，影响整体一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\103_4_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\103_4_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\103_4.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\103_4.html
interaction2code,105_2,interaction_generation,78.0,85.0,82.0,70.0,65.0,high,整体布局与内容结构还原良好，但关键UI元素（导航栏样式、图标颜色/语义、字体细节）存在多处明显偏差，影响视觉一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\105_2_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\105_2_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\105_2.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\105_2.html
interaction2code,109_3,interaction_generation,78.0,85.0,90.0,70.0,65.0,high,整体布局和内容结构还原良好，但关键视觉资产（Logo、主图、图标）严重失真，且配色与细节样式存在明显偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\109_3_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\109_3_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\109_3.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\109_3.html
interaction2code,110_8,interaction_generation,78.0,85.0,90.0,65.0,80.0,high,整体结构和内容还原良好，但顶部导航布局错位且错误提前渲染了交互后的主题切换弹窗，导致视觉一致性下降。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\110_8_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\110_8_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\110_8.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\110_8.html
interaction2code,111_3,interaction_generation,88.0,95.0,92.0,85.0,90.0,high,整体布局与内容高度还原，但‘Try it now’按钮样式错误（应为浅灰背景、无边框、深灰文字），导致视觉风格偏离。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\111_3_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\111_3_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\111_3.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\111_3.html
interaction2code,110_3,interaction_generation,78.0,85.0,90.0,70.0,60.0,high,核心内容与布局基本还原，但关键的框架图标被替换成无关图标，且主标题排版存在明显错位，严重影响专业性与准确性。,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\110_3_0.png;experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\inputs\images\110_3_1.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\rendered_fixed\110_3.png,experiments\random10_bench_smoke\mimo_random10_20260604\interaction2code\html\110_3.html
designbench,generation_vanilla_46,image_to_html_generation,82.0,85.0,95.0,70.0,80.0,high,顶部导航栏和侧边栏背景色严重偏离参考设计，属关键视觉风格错误，但布局、文本与结构高度还原。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_46_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_46.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_46.html
designbench,generation_vanilla_15,image_to_html_generation,88.0,92.0,95.0,80.0,75.0,high,顶部视频占位图缺失且订阅图标被错误替换，导致关键视觉资产失真，但整体布局、文本与结构高度还原。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_15_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_15.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_15.html
designbench,generation_vanilla_102,image_to_html_generation,86.0,90.0,95.0,78.0,85.0,high,整体结构和内容高度还原，但评论提交按钮文字错误、订阅表单布局错位构成主要视觉偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_102_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_102.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_102.html
designbench,generation_vanilla_27,image_to_html_generation,88.0,92.0,95.0,80.0,75.0,high,整体结构与内容高度还原，但顶部背景错误、底部多出按钮且灰色块内容缺失，导致样式与资产层面扣分明显。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_27_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_27.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_27.html
designbench,generation_vanilla_10,image_to_html_generation,95.0,100.0,100.0,90.0,100.0,high,整体布局、内容与占位完全一致，仅存在细微字体粗细与分隔线清晰度差异，属高保真还原。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_10_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_10.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_10.html
designbench,generation_vanilla_85,image_to_html_generation,86.0,90.0,95.0,78.0,70.0,high,整体结构与内容高度还原，但关键样式如标题下划线、导航与搜索栏颜色及位置存在明显偏差，影响视觉一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_85_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_85.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_85.html
designbench,generation_vanilla_26,image_to_html_generation,94.0,98.0,100.0,92.0,100.0,high,整体布局、内容与结构高度一致，仅存在细微字体粗细与边框灰度差异，不影响视觉一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_26_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_26.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_26.html
designbench,generation_vanilla_93,image_to_html_generation,86.0,90.0,95.0,78.0,85.0,high,整体结构与内容高度还原，但导航按钮颜色错误、左侧区块缺失LOGO文本，且局部样式（如搜索框、链接色）存在可感知偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_93_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_93.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_93.html
designbench,generation_vanilla_48,image_to_html_generation,94.0,96.0,100.0,92.0,100.0,high,整体还原度极高，仅存在细微样式差异（如粗体缺失、边框多余、行高/字号微调），无内容或布局错误。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_48_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_48.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_48.html
designbench,generation_vanilla_74,image_to_html_generation,82.0,85.0,90.0,75.0,70.0,high,整体结构与内容高度还原，但关键视觉元素如顶部日期块背景色、右上角按钮及底部导航栏样式存在明显偏差，影响品牌一致性。,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\inputs\images\generation_vanilla_74_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\rendered_fixed\generation_vanilla_74.png,experiments\random10_bench_smoke\mimo_random10_20260604\designbench\html\generation_vanilla_74.html
screencoder_screenbench,2_Praful1100E,screenshot_to_html,68.0,75.0,92.0,55.0,40.0,high,页面结构和文本内容高度还原，但整体采用错误的深色主题，关键视觉资产（头像、横幅、技术图标）严重失真，导致视觉一致性大幅下降。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\2_Praful1100E_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\2_Praful1100E.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\2_Praful1100E.html
screencoder_screenbench,2_CyberMonitor,screenshot_to_html,86.0,92.0,95.0,78.0,80.0,high,整体布局与内容高度还原，但关键交互元素（Follow按钮）颜色错误且成就图标样式不符，属明显视觉偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\2_CyberMonitor_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\2_CyberMonitor.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\2_CyberMonitor.html
screencoder_screenbench,1_How_to_fold_a_shirt,screenshot_to_html,86.0,90.0,88.0,82.0,80.0,high,整体布局与内容高度还原，但关键视觉元素如缩略图缺失、热搜编号样式错误及部分间距对齐偏差导致扣分。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\1_How_to_fold_a_shirt_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\1_How_to_fold_a_shirt.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\1_How_to_fold_a_shirt.html
screencoder_screenbench,2_feross,screenshot_to_html,68.0,75.0,85.0,45.0,50.0,high,核心视觉风格严重偏离：错误采用深色主题而非参考图的浅色模式，且关键资产（头像、赞助商图标）被占位符替代。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\2_feross_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\2_feross.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\2_feross.html
screencoder_screenbench,3_backpacking,screenshot_to_html,68.0,75.0,85.0,50.0,30.0,high,核心问题在于所有视频缩略图被替换成纯色占位块，严重破坏视觉还原度，且导航栏图标与配色失真。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\3_backpacking_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\3_backpacking.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\3_backpacking.html
screencoder_screenbench,2_tannerlinsley,screenshot_to_html,78.0,85.0,92.0,65.0,50.0,high,核心布局与文本内容高度还原，但关键视觉资产（头像、赞助商 logo）严重失真，且图标颜色与样式存在系统性偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\2_tannerlinsley_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\2_tannerlinsley.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\2_tannerlinsley.html
screencoder_screenbench,1_game,screenshot_to_html,86.0,90.0,92.0,80.0,75.0,high,整体结构与内容高度还原，但关键视觉元素如进度条配色、星级图标、视频卡片背景存在明显样式偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\1_game_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\1_game.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\1_game.html
screencoder_screenbench,4_Computer_vision_projects,screenshot_to_html,96.0,100.0,98.0,95.0,90.0,high,整体视觉还原度极高，仅存在极细微的间距、字距与圆角差异，不影响功能与可读性。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\4_Computer_vision_projects_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\4_Computer_vision_projects.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\4_Computer_vision_projects.html
screencoder_screenbench,2_CzBiX,screenshot_to_html,82.0,90.0,95.0,70.0,65.0,high,关键视觉资产（头像、成就图标）被错误替换为通用占位符，且按钮样式与背景对比度不足，导致品牌识别度显著下降。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\2_CzBiX_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\2_CzBiX.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\2_CzBiX.html
screencoder_screenbench,1_nba_scores,screenshot_to_html,82.0,85.0,90.0,75.0,60.0,high,核心内容与布局高度还原，但关键图片资产完全缺失并以纯色块替代，导致视觉完整性严重受损。,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\inputs\images\1_nba_scores_0.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\rendered_fixed\1_nba_scores.png,experiments\random10_bench_smoke\mimo_random10_20260604\screencoder_screenbench\html\1_nba_scores.html
vision2web,splunk,level1_static_webpage,86.0,90.0,92.0,80.0,75.0,high,整体结构与内容高度还原，但右侧边栏布局、标签排版及代码块样式存在可感知的视觉偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\splunk_0.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\splunk_1.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\splunk_2.jpg,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\rendered_fixed\splunk.png,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\html\splunk.html
vision2web,humankinetics,level1_static_webpage,78.0,82.0,85.0,70.0,65.0,high,核心布局与内容基本还原，但顶部促销横幅、轮播图样式、图书卡片细节及品牌配色存在明显偏差，影响整体专业感。,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\humankinetics_0.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\humankinetics_1.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\humankinetics_2.jpg,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\rendered_fixed\humankinetics.png,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\html\humankinetics.html
vision2web,eventgroove,level1_static_webpage,78.0,85.0,92.0,65.0,60.0,high,核心内容与布局还原良好，但关键视觉资产（票样图片、导航样式、页脚徽章）严重失真，导致整体风格偏离原设计。,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\eventgroove_0.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\eventgroove_1.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\eventgroove_2.jpg,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\rendered_fixed\eventgroove.png,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\html\eventgroove.html
vision2web,ebay,level1_static_webpage,68.0,75.0,82.0,55.0,40.0,high,核心问题在于商品图片全部被简化为纯色方块，导致视觉信息严重丢失；同时顶部导航与关键组件样式偏离eBay设计规范。,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\ebay_0.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\ebay_1.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\ebay_2.jpg,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\rendered_fixed\ebay.png,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\html\ebay.html
vision2web,klamath,level1_static_webpage,88.0,92.0,95.0,85.0,80.0,high,整体结构、内容与排版高度还原，主要扣分点在于页脚社交图标替换为非标准图标及右侧导航栏颜色偏差。,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\klamath_0.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\klamath_1.jpg;experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\inputs\images\klamath_2.jpg,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\rendered_fixed\klamath.png,experiments\random10_bench_smoke\mimo_random10_20260604\vision2web\html\klamath.html
